id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1388406047702851585,1388406047702851585,2021-05-01 01:12:51 PDT,2021-05-01,01:12:51,-0700,3313606693,monkchandan,Parashar Chandan,,"please help  #Urgent need #Oxygen #Dwarka #Delhi  Mrs Pushpa Jha Flat -190, Adarsh Apartment  Sector-3, Pocket-16 #Dwarka  New Delhi PIN -110078  Phone -8285920530 @TajinderBagga  ji",en,"[{'screen_name': 'tajinderbagga', 'name': 'tajinder pal singh bagga', 'id': '85462891'}]",[],[],3,0,0,"['urgent', 'oxygen', 'dwarka', 'delhi', 'dwarka']",[],https://twitter.com/MonkChandan/status/1388406047702851585,False,,0,,,,,,,,[],,,,
1388372615127961602,1388372615127961602,2021-04-30 23:00:00 PDT,2021-04-30,23:00:00,-0700,98402963,yasminpasha,yasmin pasha,,"#COVID #SOS  Urgent #Oxygen to Be delivered at   WZ 24/1, MUKHERJEE PARK, CHOKHANDI ROAD, #TILAKNAGAR, #DELHI 110018  Patient needs Oxygen   Contact Phone number:  Sonia +919582737060",en,[],[],[],0,0,0,"['covid', 'sos', 'oxygen', 'tilaknagar', 'delhi']",[],https://twitter.com/yasminpasha/status/1388372615127961602,False,https://twitter.com/Wangu_News18/status/1388370478117515268,0,,,,,,,,[],,,,
1388323801956425729,1388323801956425729,2021-04-30 19:46:02 PDT,2021-04-30,19:46:02,-0700,2901749886,poojaprasanna03,Pooja Prasanna,,"#SCAM ALERT #DELHI #OXYGEN Sachin Agarwal- +919083499035 took money from my friend promising to deliver a cylinder, has now switched his phone off.  BEWARE do not reach out to this number and spread as widely as you can  the numbers in the screenshots are part of the same racket  https://t.co/weA0vzb70o",en,[],[],"['https://pbs.twimg.com/media/E0RRIImVEAARRBo.jpg', 'https://pbs.twimg.com/media/E0RRIZkUUAExexu.jpg', 'https://pbs.twimg.com/media/E0RRIppVgAEd9Cr.jpg', 'https://pbs.twimg.com/media/E0RRI5lUUAArKFu.jpg']",1,0,3,"['scam', 'delhi', 'oxygen']",[],https://twitter.com/poojaprasanna03/status/1388323801956425729,False,,1,https://pbs.twimg.com/media/E0RRIImVEAARRBo.jpg,,,,,,,[],,,,
1388127899396427776,1388127899396427776,2021-04-30 06:47:36 PDT,2021-04-30,06:47:36,-0700,350728896,su4ita,Sucharita Tyagi,,"#SCAM ALERT #DELHI #OXYGEN Sachin Agarwal- +919083499035 took money from my friend promising to deliver a cylinder, has now switched his phone off.  BEWARE do not reach out to this number and spread as widely as you can  the numbers in the screenshots are part of the same racket  https://t.co/3caK6yo0Od",en,[],[],"['https://pbs.twimg.com/media/E0OeX82VUAEgaaX.jpg', 'https://pbs.twimg.com/media/E0OeYlRVkAUTRn3.jpg', 'https://pbs.twimg.com/media/E0OdeICUcAcGvcG.jpg', 'https://pbs.twimg.com/media/E0Odgh-VUAMp2WB.jpg']",23,506,367,"['scam', 'delhi', 'oxygen']",[],https://twitter.com/Su4ita/status/1388127899396427776,False,,1,https://pbs.twimg.com/media/E0OeX82VUAEgaaX.jpg,,,,,,,[],,,,
1388024584515964931,1388024584515964931,2021-04-29 23:57:03 PDT,2021-04-29,23:57:03,-0700,98402963,yasminpasha,yasmin pasha,,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 DELHI Oxygen Refilling Available 10kg only, 2 PM onwards  Free Service  Location : A-304, lane 7, New Lahore Colony Shastri Nagar, Master Plan Road   https://t.co/4qQ7AJlqsb… Phone: Kapil Puri - +91 72909 51034  Last Verified @ 4/30/21 9:50 AM #Delhi #Oxygen",en,[],['http://maps.app.goo.gl/3HRh8MiQgKMVHU'],[],0,1,0,"['delhi', 'oxygen']",[],https://twitter.com/yasminpasha/status/1388024584515964931,False,https://twitter.com/COVResourcesIn/status/1387986501816905729,0,,,,,,,,[],,,,
1388020464098766850,1388018329898524673,2021-04-29 23:40:41 PDT,2021-04-29,23:40:41,-0700,906728109151420416,bhardwaj719,Bhanu,,"@aggarwalakash13 @koulanshita ICU in #Delhi 9654535285 rohini 9310586617 ambedkar hospital These r #verified* 30 beds h Sardar Patel COVID Centre, #Delhi - 500 #oxygen and #ventilator beds available: Verified✅ #Delhi bed available 011-26655959 011-26655969Please confirm first by phone",en,[],[],[],2,3,1,"['delhi', 'verified', 'delhi', 'oxygen', 'ventilator', 'delhi']",[],https://twitter.com/bhardwaj719/status/1388020464098766850,False,,0,,,,,,,,"[{'screen_name': 'aggarwalakash13', 'name': 'aggarwal.akash', 'id': '3061461103'}, {'screen_name': 'koulanshita', 'name': 'Anshita Koul', 'id': '126531208'}]",,,,
1388019647237087233,1388019647237087233,2021-04-29 23:37:26 PDT,2021-04-29,23:37:26,-0700,1084135720653021184,chill_naa_baby_,Bhavya Shãrma,,"ICU in #Delhi 9654535285 rohini 9310586617 ambedkar hospital These r #verified* 30 beds h Sardar Patel COVID Centre, #Delhi - 500 #oxygen and #ventilator beds available: Verified✅ #Delhi bed available 011-26655959 011-26655969Please confirm first by phone",en,[],[],[],0,1,1,"['delhi', 'verified', 'delhi', 'oxygen', 'ventilator', 'delhi']",[],https://twitter.com/chill_naa_baby_/status/1388019647237087233,False,,0,,,,,,,,[],,,,
1388015781447929856,1387989883394789377,2021-04-29 23:22:05 PDT,2021-04-29,23:22:05,-0700,713178938533498880,madric85,Richa Gupta,,"@salonayyy ICU in #Delhi 9654535285 rohini 9310586617 ambedkar hospital These r #verified* 30 beds h Sardar Patel COVID Centre, #Delhi - 500 #oxygen and #ventilator beds available:Verified, Delhi bed available 011-26655959 011-26655969Please confirm first by phone",en,[],[],[],0,2,1,"['delhi', 'verified', 'delhi', 'oxygen', 'ventilator']",[],https://twitter.com/Madric85/status/1388015781447929856,False,,0,,,,,,,,"[{'screen_name': 'salonayyy', 'name': 'Saloni Gaur', 'id': '889414427786825728'}]",,,,
1388010128432013312,1387995589418254340,2021-04-29 22:59:37 PDT,2021-04-29,22:59:37,-0700,739118568730595328,iamandeepchawla,Amandeep Chawla,,"@Samkaul Please contact here:  Oxygen - Delhi  #Oxygen #Delhi #CovidHelp  We just verified it if phone doesn't go through just Whatsapp him  Contact Person: 9057507489(Rakesh)  Address: Opp metro Pillar 560, Mundka, Delhi  Verified by @sakshhiii__",en,"[{'screen_name': 'sakshhiii__', 'name': 'sakshi kondvilkar', 'id': '1051606300319207425'}]",[],[],1,4,2,"['oxygen', 'delhi', 'covidhelp']",[],https://twitter.com/iamandeepchawla/status/1388010128432013312,False,,0,,,,,,,,"[{'screen_name': 'Samkaul', 'name': 'Dr Sameer Kaul', 'id': '333556269'}]",,,,
1387999892207853573,1387999892207853573,2021-04-29 22:18:56 PDT,2021-04-29,22:18:56,-0700,1165129259528011776,mynkjhaaa,Mayank// rting covid resources,,"#DELHI #Oxygen Refilling Available Free Service 10kg, from 2 pm onwards   Location : A-304, lane 7, New Lahore Colony Shastri Nagar, Master Plan Road   https://t.co/8rMZRJIXzV Phone: Kapil Puri - +91 72909 51034  Last #Verified 10:45 AM @Keshu__10 @beingisk @Isolate21261459",en,"[{'screen_name': 'keshu__10', 'name': 'keshu x', 'id': '1273149160578039809'}, {'screen_name': 'beingisk', 'name': 'anonymous_❤️', 'id': '929014697784782848'}, {'screen_name': 'isolate21261459', 'name': 'covid social media helper/rting covid tweets', 'id': '1334184085481132033'}]",['https://maps.app.goo.gl/3HRh8MiQgKMVHU5o6'],[],0,4,0,"['delhi', 'oxygen', 'verified']",[],https://twitter.com/mynkjhaaa/status/1387999892207853573,False,,0,,,,,,,,[],,,,
1387999060389285889,1387995879273951232,2021-04-29 22:15:38 PDT,2021-04-29,22:15:38,-0700,1292371890401509377,suds0812,Sudeshna Singh,,"@PraffulSaxena0 ✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 DELHI Oxygen Refilling Available 10kg only, 2 PM onwards  Free Service  Location : A-304, lane 7, New Lahore Colony Shastri Nagar, Master Plan Road   https://t.co/rnu3iV1KFu  Phone: Kapil Puri - +91 72909 51034  Last Verified @ 4/30/21 9:50 AM #Delhi #Oxygen",en,[],['https://maps.app.goo.gl/3HRh8MiQgKMVHU5o6'],[],1,2,3,"['delhi', 'oxygen']",[],https://twitter.com/suds0812/status/1387999060389285889,False,,0,,,,,,,,"[{'screen_name': 'PraffulSaxena0', 'name': 'Prafful', 'id': '1151556673254805504'}]",,,,
1387997592034836484,1387997592034836484,2021-04-29 22:09:48 PDT,2021-04-29,22:09:48,-0700,1278897504604483587,theblackhole_0,Dark Knight,,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 DELHI Oxygen Refilling Available 10kg only, 2 PM onwards  Free Service  Location : A-304, lane 7, New Lahore Colony Shastri Nagar, Master Plan Road   https://t.co/r01S8EGt1U Phone: Kapil Puri - +91 72909 51034  Last Verified @ 4/30/21 9:50 AM #Delhi #Oxygen",en,[],['https://maps.app.goo.gl/3HRh8MiQgKMVHU5o6'],[],0,2,1,"['delhi', 'oxygen']",[],https://twitter.com/TheBlackHole_0/status/1387997592034836484,False,https://twitter.com/COVResourcesIn/status/1387986501816905729,0,,,,,,,,[],,,,
1387993474293587975,1387989089148805121,2021-04-29 21:53:26 PDT,2021-04-29,21:53:26,-0700,118145707,sntmanju,SN TIWARI,,"@bluntlySubtle @TajinderBagga Oxygen Refilling Available 10kg only, 2 PM onwards  Free Service  Location : A-304, lane 7, New Lahore Colony Shastri Nagar, Master Plan Road   https://t.co/90iD85JZ8J Phone: Kapil Puri - +91 72909 51034  Last Verified @ 4/30/21 9:50 AM #Delhi #Oxygen",en,[],['https://maps.app.goo.gl/3HRh8MiQgKMVHU5o6'],[],0,1,0,"['delhi', 'oxygen']",[],https://twitter.com/sntmanju/status/1387993474293587975,False,,0,,,,,,,,"[{'screen_name': 'bluntlySubtle', 'name': 'SP', 'id': '2479286497'}, {'screen_name': 'TajinderBagga', 'name': 'Tajinder Pal Singh Bagga', 'id': '85462891'}]",,,,
1387992266631905284,1387990858721501189,2021-04-29 21:48:38 PDT,2021-04-29,21:48:38,-0700,2560189817,lokendra_nayak,The Engineer Bro ⚙️,,"@abhisar_sharma @DrKumarVishwas ✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 DELHI Oxygen Refilling Available 10kg only, 2 PM onwards  Free Service  Location : A-304, lane 7, New Lahore Colony Shastri Nagar, Master Plan Road   https://t.co/ALdcAO4GQ8 Phone: Kapil Puri - +91 72909 51034  Last Verified @ 4/30/21 9:50 AM #Delhi #Oxygen",en,[],['https://maps.app.goo.gl/3HRh8MiQgKMVHU5o6'],[],0,3,4,"['delhi', 'oxygen']",[],https://twitter.com/lokendra_nayak/status/1387992266631905284,False,,0,,,,,,,,"[{'screen_name': 'abhisar_sharma', 'name': 'Abhisar Sharma', 'id': '56627441'}, {'screen_name': 'DrKumarVishwas', 'name': 'Dr Kumar Vishvas', 'id': '141633175'}]",,,,
1387986873004433413,1387986873004433413,2021-04-29 21:27:12 PDT,2021-04-29,21:27:12,-0700,170262339,amarxeon,Amardeep S Reen,,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 #DELHI #Oxygen Refilling Available 10kg only, 2 PM onwards  Free Service  Location : A-304, lane 7, New Lahore Colony Shastri Nagar, Master Plan Road   https://t.co/3Ro77mVMpb… Phone: Kapil Puri - +91 72909 51034  Last Verified @ 4/30/21 9:50 AM #delhioxygen",en,[],['http://maps.app.goo.gl/3HRh8MiQgKMVHU'],[],0,4,2,"['delhi', 'oxygen', 'delhioxygen']",[],https://twitter.com/amarxeon/status/1387986873004433413,False,,0,,,,,,,,[],,,,
1387986501816905729,1387986501816905729,2021-04-29 21:25:44 PDT,2021-04-29,21:25:44,-0700,1385700865378381824,covresourcesin,covidresources.in,,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 DELHI Oxygen Refilling Available 10kg only, 2 PM onwards  Free Service  Location : A-304, lane 7, New Lahore Colony Shastri Nagar, Master Plan Road   https://t.co/7TEvyxIq1t Phone: Kapil Puri - +91 72909 51034  Last Verified @ 4/30/21 9:50 AM #Delhi #Oxygen",en,[],['https://maps.app.goo.gl/3HRh8MiQgKMVHU5o6'],[],0,107,39,"['delhi', 'oxygen']",[],https://twitter.com/COVResourcesIn/status/1387986501816905729,False,,0,,,,,,,,[],,,,
1387981174912425991,1387981174912425991,2021-04-29 21:04:34 PDT,2021-04-29,21:04:34,-0700,4083393672,tanuluvshreya,Tanu | DM for COVID help,,"ICU in #Delhi 9654535285 rohini 9310586617 ambedkar hospital These r #verified* 30 beds h Sardar Patel COVID Centre, #Delhi - 500 #oxygen and #ventilator beds available:Verified, Delhi bed available 011-26655959 011-26655969Please confirm first by phone",en,[],[],[],3,9,7,"['delhi', 'verified', 'delhi', 'oxygen', 'ventilator']",[],https://twitter.com/TanuLuvShreya/status/1387981174912425991,False,,0,,,,,,,,[],,,,
1387957458870542337,1387957458870542337,2021-04-29 19:30:19 PDT,2021-04-29,19:30:19,-0700,926309671773683712,aaravseth_,AaravSeth,,"Dear @SonuSood Sir,  Urgent  Attention Required.   Patient Name: Dinesh ICU BED &amp; #Oxygen Cylinder required.  Location: Sarita Vihar, #Delhi Phone no:+919810017652 Oxygen Level: 79  The patient's condition is continuously deteriorating.   @LicypriyaK @ArvindKejriwal @ReallySwara  https://t.co/eoyPf6y1Ut",en,"[{'screen_name': 'sonusood', 'name': 'sonu sood', 'id': '295026890'}, {'screen_name': 'licypriyak', 'name': 'licypriya kangujam', 'id': '1124022135335325696'}, {'screen_name': 'arvindkejriwal', 'name': 'arvind kejriwal', 'id': '405427035'}, {'screen_name': 'reallyswara', 'name': 'swara bhasker', 'id': '1546101560'}]",[],[],6,51,50,"['oxygen', 'delhi']",[],https://twitter.com/AaravSeth_/status/1387957458870542337,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1387957412607365121/pu/img/fFcweO2CjzyHu5gS.jpg,,,,,,,[],,,,
1387794482502848512,1387794482502848512,2021-04-29 08:42:43 PDT,2021-04-29,08:42:43,-0700,929594730471493633,csishikaagrawal,Ishika Agrawal,,#oxygen #refill #delhi For oxygen cylinder refill in delhi Please visit star special Air gases private limited in Manesar Phone no- 7703940131  https://t.co/zGalIgTvnR,en,[],[],[],1,11,11,"['oxygen', 'refill', 'delhi']",[],https://twitter.com/csishikaagrawal/status/1387794482502848512,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1387794254630510594/pu/img/dEOsfzgbeG4r_-9u.jpg,,,,,,,[],,,,
1387776005587316737,1387776005587316737,2021-04-29 07:29:18 PDT,2021-04-29,07:29:18,-0700,1292371890401509377,suds0812,Sudeshna Singh,,"#Oxygen #Cylinders Free Refilling In #Delhi  Phone Number - 8802625297  Address - Turakman Gate , Haj House , Delhi   Refilling Will Begin From 9pm Onwards   Verified As Of 7:30 29/04",en,[],[],[],0,0,1,"['oxygen', 'cylinders', 'delhi']",[],https://twitter.com/suds0812/status/1387776005587316737,False,,0,,,,,,,,[],,,,
1387674112286359554,1387674112286359554,2021-04-29 00:44:24 PDT,2021-04-29,00:44:24,-0700,1265950280476250112,iamrishabhnegi,Rishabh Negi,,OXYGEN Regulator Kit Only 9868053779 Akhil  E-4/11 Sector 11 Rohini Near G3S Cinemas Pls arrange for Digital Payment Only paytm/gpay/phone pe etc  9868053779  https://t.co/CxxDB5jXUy  #oxygenkit #Delhi #Oxygen  https://t.co/edu8fH1oVS,en,[],['https://maps.app.goo.gl/ycETEWtgZYGJ3LC48'],"['https://pbs.twimg.com/media/E0ICPK-UUAAq9zn.jpg', 'https://pbs.twimg.com/media/E0ICPcSUcAchR5b.jpg']",2,0,0,"['oxygenkit', 'delhi', 'oxygen']",[],https://twitter.com/iamrishabhnegi/status/1387674112286359554,False,,1,https://pbs.twimg.com/media/E0ICPK-UUAAq9zn.jpg,,,,,,,[],,,,
1387666141078724617,1387651265077776386,2021-04-29 00:12:44 PDT,2021-04-29,00:12:44,-0700,15073797,amitctweets,Amit Chandra,,@TanuLuvShreya #SOS Need #Hospital with #Bed #Oxygen for #Covid+ Patient: Pallavi sah Age: 31F Spo2: 30-35 without O2 Phone: 9953070003 #Chattarpur #Delhi,en,[],[],[],3,0,0,"['sos', 'hospital', 'bed', 'oxygen', 'covid', 'chattarpur', 'delhi']",[],https://twitter.com/AmitCTweets/status/1387666141078724617,False,,0,,,,,,,,"[{'screen_name': 'TanuLuvShreya', 'name': 'Tanu | DM for COVID help', 'id': '4083393672'}]",,,,
1387664117742198784,1387662650071425027,2021-04-29 00:04:41 PDT,2021-04-29,00:04:41,-0700,139779018,somyalakhani,Somya Lakhani,,"#HealthcareWorkers ko aur koi kaam nahi hai kya? Bas saara din phone ghoomate rahe -- aaj falana ko #Oxygen Chahiye, kal dhimkana ko Oxygen Chahiye.  Aam aadmi bhi saara din bas yahi kare ab?   Fix your shit. #HealthcareWorkers have too much on their plate anyway.  #Delhi",tl,[],[],[],1,2,11,"['healthcareworkers', 'oxygen', 'healthcareworkers', 'delhi']",[],https://twitter.com/somyalakhani/status/1387664117742198784,False,,0,,,,,,,,[],,,,
1387530929220947968,1387530929220947968,2021-04-28 15:15:27 PDT,2021-04-28,15:15:27,-0700,1277692606131187712,zaalimmanjha,Manish | covid resource amplifier bihar,,#delhi #oxygen #beds  Amount :90 Venue: Janakpuri Super speciality hospital Physical registration only Registration starts at 7:30 am 29th April Phone: 011 2850 4100 #Verified #VerifiedCovidResources,en,[],[],[],1,1,2,"['delhi', 'oxygen', 'beds', 'verified', 'verifiedcovidresources']",[],https://twitter.com/ZaalimManjha/status/1387530929220947968,False,,0,,,,,,,,[],,,,
1387494820042747904,1387492829899808772,2021-04-28 12:51:58 PDT,2021-04-28,12:51:58,-0700,1385527066154655745,zacku111,Zack Stark 😷,,"@anksarin DELHI  IMPORTANT LEAD for #oxygen #beds 20+ Oxygen beds are available at Akshardham Sewa Bharti Covid facility in Delhi. Contact: Sandeep Phone No: 8851909927   There's not a 100% guarantee but at this time, chances are very high.  #Delhi #NCR #Noida",en,[],[],[],0,0,0,"['oxygen', 'beds', 'delhi', 'ncr', 'noida']",[],https://twitter.com/zacku111/status/1387494820042747904,False,,0,,,,,,,,"[{'screen_name': 'anksarin', 'name': 'Ankur Sarin', 'id': '955843740'}]",,,,
